# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "--countReadPairs" "-t" "exon" "-O" "-g" "Parent" "-a" "/scratch/ys33815/endo6_38/b73bam/Zm-B73-REFERENCE-NAM-5.0_Zm00001eb.1.gff3" "-o" "../endo6_38_counts_dec.txt" "SRR1169626Aligned.sortedByCoord.out.bam" "SRR1169633Aligned.sortedByCoord.out.bam" "SRR1169641Aligned.sortedByCoord.out.bam" "SRR1169627Aligned.sortedByCoord.out.bam" "SRR1169634Aligned.sortedByCoord.out.bam" "SRR1169642Aligned.sortedByCoord.out.bam" "SRR1169628Aligned.sortedByCoord.out.bam" "SRR1169635Aligned.sortedByCoord.out.bam" "SRR1169643Aligned.sortedByCoord.out.bam" "SRR1169629Aligned.sortedByCoord.out.bam" "SRR1169636Aligned.sortedByCoord.out.bam" "SRR1169644Aligned.sortedByCoord.out.bam" "SRR1169630Aligned.sortedByCoord.out.bam" "SRR1169637Aligned.sortedByCoord.out.bam" "SRR1169645Aligned.sortedByCoord.out.bam" "SRR1169631Aligned.sortedByCoord.out.bam" "SRR1169639Aligned.sortedByCoord.out.bam" "SRR1169646Aligned.sortedByCoord.out.bam" "SRR1169632Aligned.sortedByCoord.out.bam" "SRR1169640Aligned.sortedByCoord.out.bam" "SRR1169647Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR1169626Aligned.sortedByCoord.out.bam	SRR1169633Aligned.sortedByCoord.out.bam	SRR1169641Aligned.sortedByCoord.out.bam	SRR1169627Aligned.sortedByCoord.out.bam	SRR1169634Aligned.sortedByCoord.out.bam	SRR1169642Aligned.sortedByCoord.out.bam	SRR1169628Aligned.sortedByCoord.out.bam	SRR1169635Aligned.sortedByCoord.out.bam	SRR1169643Aligned.sortedByCoord.out.bam	SRR1169629Aligned.sortedByCoord.out.bam	SRR1169636Aligned.sortedByCoord.out.bam	SRR1169644Aligned.sortedByCoord.out.bam	SRR1169630Aligned.sortedByCoord.out.bam	SRR1169637Aligned.sortedByCoord.out.bam	SRR1169645Aligned.sortedByCoord.out.bam	SRR1169631Aligned.sortedByCoord.out.bam	SRR1169639Aligned.sortedByCoord.out.bam	SRR1169646Aligned.sortedByCoord.out.bam	SRR1169632Aligned.sortedByCoord.out.bam	SRR1169640Aligned.sortedByCoord.out.bam	SRR1169647Aligned.sortedByCoord.out.bam
Zm00001eb146100_T001	chr3;chr3;chr3;chr3;chr3;chr3;chr3	177887899;177888361;177888656;177889070;177889314;177889501;177890128	177888277;177888542;177888974;177889215;177889421;177889608;177890153	-;-;-;-;-;-;-	1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zm00001eb146100_T002	chr3;chr3;chr3;chr3;chr3;chr3;chr3	177887211;177888195;177888361;177888656;177889070;177889314;177889501	177887234;177888277;177888542;177888974;177889215;177889421;177889740	-;-;-;-;-;-;-	1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zm00001eb146110_T001	chr3;chr3;chr3;chr3;chr3;chr3	177892102;177892892;177893407;177893610;177893851;177895416	177892808;177892984;177893473;177893722;177893946;177895718	-;-;-;-;-;-	1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb146120_T001	chr3;chr3;chr3;chr3	177939678;177941131;177941309;177941773	177939754;177941202;177941542;177941869	+;+;+;+	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb146130_T001	chr3;chr3;chr3	177966422;177967920;177968970	177967165;177968044;177969582	-;-;-	1482	0	22	4	2	35	21	18	6	22	34	17	4	5	20	5	25	21	1	11	8	4
Zm00001eb146140_T001	chr3	177970699	177971301	+	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb146150_T001	chr3;chr3	178045973;178046092	178046022;178046317	-;-	276	201	18	5	129	21	4	126	12	28	21	9	29	14	24	17	30	16	29	6	8	119
Zm00001eb146160_T001	chr3;chr3	178057142;178057878	178057700;178058912	+;+	1594	97	11	2	14	10	3	9	0	0	1	9	1	0	3	0	10	4	0	3	1	0
Zm00001eb146170_T003	chr3;chr3;chr3;chr3	178061942;178062623;178062863;178066371	178062507;178062709;178063265;178067784	-;-;-;-	2470	156	281	78	104	305	125	440	84	254	210	227	403	110	132	338	178	290	292	66	176	554
Zm00001eb146170_T001	chr3;chr3;chr3;chr3;chr3	178061979;178062608;178062863;178065831;178067416	178062507;178062709;178063265;178067328;178067807	-;-;-;-;-	2924	156	283	80	106	311	125	440	88	255	213	228	408	111	134	339	178	294	294	68	183	564
Zm00001eb146170_T002	chr3;chr3;chr3;chr3	178061942;178062608;178062863;178066371	178062507;178062709;178063265;178067784	-;-;-;-	2485	156	281	78	104	305	125	440	84	254	210	227	403	110	132	338	178	290	292	66	176	554
Zm00001eb146170_T004	chr3;chr3;chr3;chr3;chr3	178061942;178062608;178062863;178066371;178067416	178062507;178062709;178063265;178067328;178067757	-;-;-;-;-	2371	156	281	78	104	305	125	440	84	254	210	227	403	110	132	338	178	290	292	66	176	554
Zm00001eb146180_T001	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	178069498;178070325;178070668;178072096;178072361;178072597;178073001;178083266;178083727;178083954;178085058;178085664	178070224;178070585;178071990;178072269;178072487;178072916;178073726;178083616;178083871;178084944;178085335;178086029	-;-;-;-;-;-;-;-;-;-;-;-	5789	989	1419	311	867	1522	358	804	483	787	629	978	633	192	689	468	1114	851	504	291	578	433
Zm00001eb146190_T001	chr3;chr3;chr3;chr3	178166247;178166751;178166980;178167292	178166657;178166882;178167214;178168509	+;+;+;+	1996	144	71	7	82	68	12	205	24	29	107	66	57	58	35	80	78	41	82	25	32	163
Zm00001eb146190_T003	chr3;chr3;chr3;chr3;chr3	178166252;178166751;178166980;178167292;178167827	178166657;178166882;178167214;178167541;178168509	+;+;+;+;+	1706	141	71	7	81	68	12	204	24	29	106	66	57	58	35	80	76	41	82	25	32	163
Zm00001eb146190_T002	chr3;chr3;chr3;chr3;chr3	178166247;178166751;178166980;178167319;178167827	178166657;178166882;178167214;178167541;178168509	+;+;+;+;+	1684	141	71	7	81	68	12	204	24	29	106	66	57	58	35	80	76	41	82	25	32	163
Zm00001eb146210_T001	chr3	178169686	178173135	+	3450	3659	65	31	1291	80	39	160	25	53	68	41	104	16	63	118	126	67	163	25	28	242
Zm00001eb146220_T002	chr3;chr3;chr3	178169895;178170997;178171667	178170905;178171121;178173064	-;-;-	2534	3645	65	31	1281	80	39	160	25	53	68	41	101	16	63	117	125	67	163	25	28	238
Zm00001eb146220_T003	chr3;chr3;chr3;chr3	178169895;178170764;178170997;178171667	178170658;178170905;178171121;178173064	-;-;-;-	2429	3645	65	31	1281	80	39	160	25	53	68	41	101	16	63	117	125	67	163	25	28	238
Zm00001eb146220_T001	chr3;chr3;chr3;chr3;chr3	178169895;178170764;178170997;178171667;178172504	178170658;178170905;178171121;178172440;178173064	-;-;-;-;-	2366	3645	65	31	1281	80	39	160	25	53	68	41	101	16	63	117	125	67	163	25	28	238
Zm00001eb146230_T001	chr3;chr3	178217240;178218108	178217973;178218693	-;-	1320	0	1	0	2	2	14	0	0	17	4	4	33	0	0	18	5	11	31	0	3	88
Zm00001eb146240_T001	chr3;chr3;chr3;chr3;chr3;chr3	178265041;178265754;178287079;178287451;178287611;178288274	178265121;178265813;178287321;178287515;178288002;178288299	-;-;-;-;-;-	867	15	4	5	3	10	9	8	6	13	8	7	31	4	15	18	13	13	5	4	5	40
Zm00001eb146250_T002	chr3;chr3;chr3;chr3;chr3	178288181;178289441;178290042;178290513;178292584	178288835;178289899;178290419;178290580;178293156	+;+;+;+;+	2133	365	450	157	185	660	263	410	176	430	351	404	576	127	292	513	435	443	253	167	277	347
Zm00001eb146250_T001	chr3;chr3;chr3;chr3;chr3;chr3	178288181;178289441;178289772;178290042;178290513;178292584	178288835;178289447;178289899;178290419;178290580;178293156	+;+;+;+;+;+	1809	283	408	149	141	580	244	349	145	381	307	354	507	107	253	462	381	374	233	140	247	301
Zm00001eb146260_T001	chr3;chr3	178401316;178401657	178401577;178401760	-;-	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb146270_T003	chr3;chr3;chr3;chr3;chr3	178404883;178405193;178406855;178407338;178407526	178405071;178405719;178407177;178407430;178407740	+;+;+;+;+	1347	265	320	78	251	378	86	359	87	211	246	244	229	89	230	173	355	199	179	123	114	216
Zm00001eb146270_T002	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	178404883;178405193;178406855;178407338;178407526;178408033;178409297;178410341;178413868;178414161;178414402;178414578;178414706	178405071;178405719;178407177;178407430;178407616;178408126;178409419;178410410;178413968;178414277;178414478;178414622;178415582	+;+;+;+;+;+;+;+;+;+;+;+;+	2727	943	948	217	670	1132	317	1305	249	674	799	740	678	336	592	497	1084	619	441	403	378	489
Zm00001eb146270_T001	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	178404716;178405193;178406855;178407338;178407526;178408033;178409297;178410341;178413868;178414161;178414402;178414578;178414706	178405071;178405719;178407177;178407430;178407616;178408126;178409394;178410410;178413968;178414277;178414478;178414622;178415602	+;+;+;+;+;+;+;+;+;+;+;+;+	2889	943	948	217	670	1132	317	1305	249	674	799	740	678	336	592	497	1084	621	441	403	378	489
Zm00001eb146280_T001	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	178451600;178452587;178452868;178453157;178453786;178454213;178454478;178454645;178457677	178451890;178452699;178453075;178453712;178454037;178454404;178454552;178457026;178458323	+;+;+;+;+;+;+;+;+	4716	250	327	51	170	359	94	463	122	203	219	236	246	88	159	237	296	163	315	141	116	459
Zm00001eb146300_T001	chr3;chr3;chr3	178515260;178515768;178515935	178515482;178515858;178516076	+;+;+	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb146310_T001	chr3	178521143	178523109	+	1967	18	0	0	6	0	0	3	1	6	1	0	14	1	4	7	0	0	23	0	0	74
Zm00001eb146320_T001	chr3;chr3;chr3;chr3;chr3	178754962;178755415;178755728;178755946;178756211	178754988;178755522;178755858;178756078;178756585	+;+;+;+;+	774	0	0	0	2	3	0	1	4	3	2	0	3	0	2	0	11	10	3	1	1	3
Zm00001eb146330_T001	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	178761174;178761920;178762214;178762350;178762546;178762740;178763211;178764970;178765181;178765486;178765813	178761812;178762100;178762266;178762451;178762651;178762818;178763376;178765104;178765347;178765708;178766105	+;+;+;+;+;+;+;+;+;+;+	2144	524	428	91	319	501	172	639	141	280	344	297	288	179	275	229	349	328	152	119	179	145
Zm00001eb146340_T001	chr3	178768537	178769136	-	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb146350_T001	chr3;chr3	178989232;178990222	178990144;178990691	-;-	1383	0	158	16	0	135	47	63	41	73	120	90	42	38	82	33	235	51	27	36	26	0
Zm00001eb146370_T001	chr3;chr3;chr3;chr3	178991124;179010513;179010772;179010945	178991393;179010663;179010842;179012788	-;-;-;-	2336	0	4	0	1	4	2	5	1	1	1	1	2	1	2	4	1	0	0	0	1	0
Zm00001eb146380_T001	chr3;chr3;chr3	179047509;179048542;179052704	179048434;179048999;179053366	-;-;-	2047	1	5	0	0	1	1	2	0	0	6	0	3	0	0	0	14	3	0	0	0	0
Zm00001eb146380_T002	chr3;chr3;chr3;chr3	179047509;179048542;179052704;179053034	179048434;179048999;179052921;179053366	-;-;-;-	1935	1	5	0	0	1	1	2	0	0	6	0	3	0	0	0	14	3	0	0	0	0
Zm00001eb146390_T001	chr3;chr3;chr3;chr3	179073557;179074699;179075460;179075771	179074584;179075192;179075677;179076000	-;-;-;-	1970	2	9	6	2	16	4	0	3	10	1	3	8	0	11	2	8	11	11	0	8	4
Zm00001eb146400_T001	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179080097;179080508;179080723;179081232;179081514;179081716;179082446;179082650;179082931;179083292	179080423;179080592;179080893;179081315;179081627;179081964;179082549;179082743;179083147;179083465	-;-;-;-;-;-;-;-;-;-	1619	356	352	58	252	451	73	766	95	164	324	255	95	155	251	85	380	207	54	94	136	77
Zm00001eb146400_T003	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179080097;179080508;179080723;179081232;179081514;179081716;179082446;179082650;179083063;179083292	179080423;179080621;179080893;179081315;179081627;179081964;179082549;179082743;179083147;179083387	-;-;-;-;-;-;-;-;-;-	1438	355	352	58	252	451	73	766	95	164	324	255	95	155	247	85	378	207	54	94	136	77
Zm00001eb146400_T002	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179080097;179080508;179080723;179081232;179081514;179081716;179082446;179082650;179082931;179083292	179080423;179080621;179080893;179081315;179081627;179081964;179082549;179082743;179083147;179083465	-;-;-;-;-;-;-;-;-;-	1648	356	352	58	252	451	73	766	95	164	324	255	95	155	251	85	380	207	54	94	136	77
Zm00001eb146400_T004	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179080097;179080508;179080723;179081232;179081514;179081716;179082446;179082650;179082931;179083254	179080423;179080621;179080893;179081315;179081627;179081964;179082549;179082743;179083147;179083375	-;-;-;-;-;-;-;-;-;-	1596	356	352	58	252	451	73	766	95	164	324	255	95	155	251	85	379	207	54	94	136	77
Zm00001eb146420_T003	chr3;chr3	179171493;179174907	179173372;179175161	-;-	2135	180	535	180	130	698	282	358	159	506	339	405	644	167	357	447	431	647	436	150	268	659
Zm00001eb146420_T002	chr3;chr3;chr3	179170350;179174363;179174907	179173372;179174672;179175231	-;-;-	3658	180	535	181	131	703	285	360	161	509	342	410	648	169	360	450	431	651	436	151	269	667
Zm00001eb146420_T001	chr3;chr3	179170350;179174804	179173372;179175231	-;-	3451	180	535	180	130	699	286	359	159	509	339	407	646	167	357	448	431	647	436	150	269	660
Zm00001eb146430_T002	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179260376;179261302;179261481;179261706;179261977;179262333;179264518;179269715;179270795;179271211;179271437;179271591;179272463;179272744	179261204;179261368;179261564;179261836;179262033;179262381;179264603;179269792;179270917;179271300;179271519;179271658;179272552;179273260	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2352	216	23	12	144	42	34	49	13	35	24	23	134	6	20	120	17	51	120	3	7	136
Zm00001eb146430_T001	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179260349;179261302;179261481;179261706;179261977;179262333;179264518;179269715;179270795;179271211;179271437;179271591;179272463;179272744	179261204;179261368;179261564;179261836;179262033;179262381;179264603;179269792;179270917;179271300;179271513;179271658;179272552;179273414	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2527	216	23	12	144	42	34	49	13	35	24	23	134	6	20	120	17	51	120	3	7	136
Zm00001eb146440_T001	chr3;chr3	179294106;179294495	179294378;179294662	-;-	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb146450_T004	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179421976;179422568;179422756;179422924;179423782;179424359;179424633;179426624;179426927;179427598	179422443;179422674;179422786;179423029;179423916;179424415;179424697;179426775;179427074;179427842	-;-;-;-;-;-;-;-;-;-	1514	16	17	4	10	12	1	37	8	1	6	11	7	0	10	6	3	7	16	2	5	40
Zm00001eb146450_T003	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179422473;179422756;179422924;179423782;179424359;179424633;179426624;179426927;179427598	179422674;179422786;179423029;179423916;179424415;179424697;179426775;179427074;179427867	-;-;-;-;-;-;-;-;-	1166	14	17	4	10	8	1	29	8	1	5	10	7	0	10	6	3	7	12	2	5	33
Zm00001eb146450_T002	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179422011;179422568;179422756;179422924;179423782;179424359;179424633;179426624;179426927;179427598	179422443;179422674;179422818;179423029;179423916;179424415;179424697;179426775;179427074;179427867	-;-;-;-;-;-;-;-;-;-	1536	16	17	4	10	12	1	37	8	1	6	11	7	0	10	6	3	7	16	2	5	40
Zm00001eb146450_T001	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179420127;179422131;179422568;179422756;179422924;179423782;179424359;179424633;179426624;179426927;179427598	179420378;179422443;179422674;179422786;179423029;179423916;179424415;179424697;179426775;179427074;179427867	-;-;-;-;-;-;-;-;-;-;-	1636	16	17	4	11	12	1	37	8	1	6	11	7	1	10	6	3	7	14	2	5	40
Zm00001eb146460_T001	chr3;chr3;chr3	179429488;179429872;179430370	179429797;179430285;179431205	-;-;-	1560	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb146460_T002	chr3;chr3;chr3;chr3	179429488;179429872;179430096;179430370	179429797;179430002;179430285;179431205	-;-;-;-	1467	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb146480_T001	chr3	179433646	179434230	+	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb146490_T001	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179491806;179492652;179492813;179493618;179494136;179494556;179498362;179498721;179498895;179500199;179500365;179500716	179492522;179492720;179493430;179493800;179494195;179494759;179498610;179498819;179499089;179500291;179500628;179501157	+;+;+;+;+;+;+;+;+;+;+;+	3193	331	157	33	151	239	52	182	41	134	105	163	215	43	107	243	100	141	256	67	81	427
Zm00001eb146500_T003	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179501513;179502366;179502568;179505161;179505346;179505652;179505786;179506495;179506705	179502261;179502464;179502690;179505253;179505438;179505705;179505887;179506569;179507283	-;-;-;-;-;-;-;-;-	1967	367	382	77	296	470	229	604	137	388	340	267	422	165	235	329	361	280	456	133	177	501
Zm00001eb146500_T002	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179501513;179502366;179502568;179505161;179505346;179505652;179505786;179506495;179506705	179502284;179502464;179502672;179505253;179505438;179505705;179505887;179506569;179507283	-;-;-;-;-;-;-;-;-	1972	367	382	77	296	470	229	604	137	388	340	267	422	165	235	329	361	280	456	133	177	501
Zm00001eb146500_T005	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179501720;179502366;179502568;179505161;179505346;179505652;179505786;179506495;179506705	179502261;179502464;179502672;179505253;179505438;179505705;179505887;179506569;179507152	-;-;-;-;-;-;-;-;-	1611	367	382	77	296	470	229	604	137	388	340	267	422	165	235	328	361	280	456	133	177	501
Zm00001eb146500_T004	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179501513;179502568;179505161;179505346;179505652;179505786;179506495;179506705	179502464;179502672;179505253;179505438;179505705;179505887;179506569;179507283	-;-;-;-;-;-;-;-	2053	367	382	77	296	470	229	604	137	388	340	267	422	165	235	329	361	280	456	133	177	501
Zm00001eb146500_T001	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179501513;179502366;179502568;179504103;179505161;179505346;179505652;179505786;179506495;179506705	179502261;179502464;179502672;179504148;179505253;179505438;179505705;179505887;179506569;179507283	-;-;-;-;-;-;-;-;-;-	1995	369	383	77	296	471	229	604	137	389	340	267	422	165	235	330	361	281	457	133	177	501
Zm00001eb146510_T003	chr3;chr3;chr3;chr3	179564407;179564986;179566172;179566459	179564860;179565229;179566291;179566927	-;-;-;-	1287	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb146510_T001	chr3;chr3;chr3	179564409;179564986;179566459	179564860;179565229;179566950	-;-;-	1188	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb146510_T002	chr3;chr3;chr3;chr3;chr3	179564409;179564986;179566172;179566459;179566785	179564860;179565229;179566291;179566681;179566950	-;-;-;-;-	1205	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb146520_T001	chr3;chr3;chr3	179568030;179572511;179573824	179568855;179572788;179574187	-;-;-	1468	55	7	5	36	48	11	39	8	10	28	47	33	7	11	36	9	15	34	9	10	62
Zm00001eb146530_T001	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179834909;179835071;179836140;179838243;179858246;179858550;179858849;179859155;179859370;179859603;179859825;179859945;179876561	179834988;179835217;179836289;179838424;179858366;179858762;179859062;179859297;179859527;179859752;179859870;179860136;179877071	+;+;+;+;+;+;+;+;+;+;+;+;+	2307	355	132	22	252	149	52	426	31	87	78	47	149	41	71	123	103	69	165	31	50	204
Zm00001eb146550_T001	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179885820;179887375;179892102;179901643;179903495;179903726;179904024;179919384;179921475;179921705;179922015;179922249;179922473;179922658;179923160;179930104;179930266;179930831	179886491;179887554;179892253;179901766;179903641;179903794;179904148;179919501;179921609;179921895;179922165;179922386;179922550;179923020;179923188;179930187;179930336;179931186	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3183	395	167	23	370	149	88	471	68	105	140	61	195	56	79	152	169	113	237	43	72	313
Zm00001eb146550_T002	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179885820;179887375;179892102;179901643;179903495;179903726;179904024;179919384;179921475;179921705;179922015;179922249;179922473;179922658;179923160;179930104;179930269;179930673;179930831	179886491;179887554;179892253;179901766;179903641;179903794;179904148;179919501;179921609;179921895;179922165;179922386;179922550;179923020;179923188;179930187;179930336;179930761;179931186	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3269	395	167	23	370	149	88	471	68	105	140	61	195	56	79	152	169	113	237	43	72	313
Zm00001eb146550_T003	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	179885820;179887375;179892102;179901643;179903495;179903726;179904024;179919384;179921475;179921705;179922015;179922249;179922473;179922658;179923160;179930104;179930266;179930673;179930831	179886491;179887554;179892253;179901766;179903641;179903794;179904148;179919501;179921609;179921895;179922165;179922386;179922550;179923020;179923188;179930187;179930336;179930761;179931186	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3272	395	167	23	370	149	88	471	68	105	140	61	195	56	79	152	169	113	237	43	72	313
Zm00001eb146560_T001	chr3;chr3	179988266;179993057	179989456;179993568	+;+	1703	98	26	15	31	51	27	66	11	40	31	25	40	17	18	39	27	22	51	5	16	64
Zm00001eb146570_T002	chr3;chr3	180118595;180118870	180118771;180119019	+;+	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb146570_T001	chr3;chr3	180118496;180118870	180118771;180119019	+;+	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb146580_T001	chr3;chr3;chr3;chr3	180122268;180122387;180122550;180122913	180122313;180122464;180122632;180123062	-;-;-;-	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb146590_T001	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	180123069;180123340;180123762;180123970;180124807;180125214;180125814;180125939	180123172;180123594;180123881;180123997;180124869;180125275;180125849;180126024	-;-;-;-;-;-;-;-	754	0	5	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	2
Zm00001eb146600_T001	chr3;chr3;chr3	180127954;180128350;180129491	180128213;180128596;180129575	+;+;+	592	11	1	3	4	11	5	18	3	3	1	12	18	3	1	14	18	4	4	2	3	16
Zm00001eb146610_T001	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	180281096;180283198;180283438;180283601;180284939;180285097;180285322;180285740;180286229;180286527;180286814;180287033;180287240;180292310;180292519;180292733;180292887;180293213;180294156;180294346;180294521;180294730;180294937;180295504;180295719;180295900;180296084;180296384;180296524;180296737;180296901	180282420;180283362;180283521;180283675;180285003;180285187;180285507;180285903;180286343;180286706;180286927;180287152;180287557;180292402;180292637;180292805;180292943;180293305;180294275;180294443;180294566;180294843;180295017;180295617;180295808;180295979;180296306;180296437;180296643;180296811;180297407	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5159	1556	589	101	1354	713	125	2017	199	356	297	563	285	244	385	233	292	420	120	107	334	226
Zm00001eb146620_T001	chr3;chr3;chr3;chr3;chr3	180300283;180300938;180304322;180305937;180306996	180300377;180301150;180304612;180306170;180307694	+;+;+;+;+	1532	20	4	2	19	4	11	12	0	8	12	5	18	2	6	21	5	19	24	1	4	32
Zm00001eb146620_T002	chr3;chr3;chr3;chr3	180300578;180304322;180305937;180306996	180301150;180304612;180306170;180307443	+;+;+;+	1546	22	5	2	22	6	13	14	0	9	12	10	22	2	11	28	5	23	41	1	4	72
Zm00001eb146630_T001	chr3;chr3;chr3;chr3;chr3	180308452;180310230;180310473;180311092;180311332	180308610;180310316;180310614;180311156;180311412	-;-;-;-;-	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb146640_T001	chr3;chr3	180311745;180311878	180311804;180312486	+;+	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb146650_T001	chr3;chr3	180331942;180334113	180332373;180335244	+;+	1564	100	30	4	48	18	24	59	5	21	33	19	75	8	9	64	33	11	111	6	4	355
Zm00001eb146660_T001	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	180339707;180342340;180342488;180343002;180343267;180343724;180345320;180345538	180340053;180342392;180342597;180343169;180343364;180343850;180345447;180345974	+;+;+;+;+;+;+;+	1468	166	235	83	142	269	167	266	102	271	175	164	359	75	131	337	246	237	329	54	120	387
Zm00001eb146670_T002	chr3;chr3	180349289;180351907	180350067;180352611	-;-	1484	129	83	39	63	179	70	189	39	105	72	131	156	42	72	110	105	88	83	42	85	153
Zm00001eb146670_T001	chr3;chr3;chr3	180349288;180349993;180351907	180349863;180350067;180352611	-;-;-	1356	129	83	39	63	179	70	189	39	104	72	131	155	42	72	110	105	88	83	42	85	153
Zm00001eb146680_T002	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	180354352;180354993;180355429;180357302;180357534;180364270;180364950;180365265;180365856;180368625;180369225;180370195;180370796;180371734	180354865;180355142;180355476;180357378;180357636;180364400;180365124;180365322;180365919;180368795;180369336;180370437;180370929;180372256	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2503	536	181	40	328	247	139	461	70	216	214	164	235	90	166	177	295	267	293	68	142	420
